Date,Open,High,Low,Close,Adjusted_close,Volume
2/17/1987,71.877,76.002,70.125,75,3.264,2993900
2/23/1987,74.25,76.752,73.377,76.251,3.3182,2108200
3/2/1987,75.75,78.252,74.751,78,3.3938,2668300
3/9/1987,76.875,78.75,75.75,76.5,3.3285,1889000
3/16/1987,75.501,77.502,74.751,77.127,3.356,2375400
3/23/1987,79.626,82.002,78,81.375,3.541,2762100
3/30/1987,79.002,83.001,77.376,82.251,3.5792,2894200
4/6/1987,82.875,83.751,78,78.627,3.4215,2508100
4/13/1987,76.125,78.75,74.127,77.127,3.356,2535500
4/20/1987,76.5,81,75,76.752,3.3398,3132600
4/27/1987,75.876,82.002,74.751,81.876,3.5625,2603900
5/4/1987,80.751,85.002,80.625,81.501,3.5464,2579300
5/11/1987,80.751,83.001,78.501,78.501,3.4161,2378000
5/18/1987,77.751,78.75,74.625,78.627,3.4297,3505300
5/26/1987,80.625,81.876,78.75,78.75,3.435,1744500
6/1/1987,79.626,82.377,78.501,82.125,3.5819,1655900
6/8/1987,83.502,85.5,81.252,85.125,3.7129,2025000
6/15/1987,86.625,86.877,84.75,85.377,3.7242,2076400
6/22/1987,85.626,85.752,54,54,3.5331,3704300
6/29/1987,54.25,54.376,52.5,53.126,3.4758,1849000
7/6/1987,53.876,54.876,53,53.5,3.5003,2324300
7/13/1987,52.25,53.626,51.876,52.5,3.435,3234800
7/20/1987,51.876,54.25,51.25,53.626,3.5171,3504500
7/27/1987,54.126,56.126,53.5,55.5,3.64,3022200
8/3/1987,54.75,57.5,53.75,56.626,3.7137,3241500
8/10/1987,57.75,60.75,56.876,59.5,3.9023,3233500
8/17/1987,60.876,60.876,58.75,60,3.935,3373400
8/24/1987,58.75,61.126,57.5,57.626,3.7795,2933400
8/31/1987,58.25,59.126,54.626,55,3.6071,2927800
9/8/1987,55,57.626,53,57.126,3.7467,2497300
9/14/1987,57.126,57.75,54.75,54.876,3.5989,2040100
9/21/1987,53.75,56,53.126,53.876,3.5333,2461500
9/28/1987,54.376,55,53,53.75,3.5253,3644900
10/5/1987,53.376,53.876,49.126,50.126,3.2875,4630600
10/12/1987,47.5,49.126,43.126,43.626,2.8612,5750900
10/19/1987,36.376,46,31.376,45.376,2.9862,9255100
10/26/1987,41,47.5,40,45.5,2.9945,4748300
11/2/1987,45,45,41.5,43.126,2.838,2923000
11/9/1987,42,45.126,41,44.126,2.9043,2352600
11/16/1987,44.376,45.376,43.126,45,2.9615,2292200
11/23/1987,45.876,47.5,43.25,43.626,2.8711,1757900
11/30/1987,41.25,43.5,39.25,41.25,2.7149,3085400
12/7/1987,42.5,45.376,40.75,41.876,2.7559,2745700
12/14/1987,43,45.126,41.75,45.126,2.9696,3124500
12/21/1987,45,45.5,44.126,45.126,2.9696,1115100
12/28/1987,43.626,44.126,42.126,44,2.8959,1512700
1/4/1988,45.5,47.75,42,42.376,2.789,2851000
1/11/1988,42.876,45,41.626,44.876,2.9531,2371400
1/18/1988,44.376,44.876,42,43.876,2.9546,1642700
1/25/1988,44.5,45.25,43.5,45.25,3.0471,2079500
2/1/1988,44.626,45.876,44,45,3.03,2950000
2/8/1988,44.876,46.5,44.25,46,3.0976,2021500
2/16/1988,46.376,46.376,44.5,45.626,3.0717,1638300
2/22/1988,45.876,48,45.25,46.5,3.1308,3122200
2/29/1988,47.5,48.25,45.876,46.25,3.1146,2398000
3/7/1988,45.876,47.25,45.25,45.5,3.0638,2047900
3/14/1988,45.25,45.75,44.25,45.25,3.0471,2804100
3/21/1988,44.75,45.25,43,43,2.8955,2341100
3/28/1988,42.126,43.876,40.75,43.5,2.9289,2000900
4/4/1988,43.376,44.626,43,43.75,2.9459,2881600
4/11/1988,44,44.5,41.126,42.75,2.8787,2842500
4/18/1988,42.25,42.876,41.25,41.75,2.811,2062700
4/25/1988,42.25,44.126,41.626,43.126,2.9042,2337300
5/2/1988,43.626,44.126,43,43.126,2.9042,1614900
5/9/1988,42.75,43.376,42.376,43.376,2.9203,1661700
5/16/1988,43.626,43.876,41.876,43.5,2.9289,1584800
5/23/1988,42.876,43.626,42.126,42.25,2.8543,1302100
5/31/1988,44,45.376,42.25,45.126,3.0486,1741400
6/6/1988,45.376,45.626,44,44.876,3.0317,2252600
6/13/1988,44.626,45.876,43.75,44.626,3.015,3064700
6/20/1988,43.75,46.25,43.75,45.626,3.0822,2430400
6/27/1988,44.75,46.376,44.5,45.75,3.0907,1971200
7/5/1988,46.126,46.75,45.126,45.5,3.0738,1630400
7/11/1988,45.876,46.876,45.25,46.5,3.141,2373000
7/18/1988,45.126,45.626,43.626,44,2.9727,2432200
7/25/1988,43.876,45.126,43.626,45,3.0398,2860800
8/1/1988,45.626,46.25,44.626,45.126,3.0486,2312300
8/8/1988,44.75,45.5,43.5,43.876,2.9644,2050600
8/15/1988,42.626,44.626,42.376,44,2.9727,2264100
8/22/1988,43.126,44,42.75,43.626,2.9567,1509700
8/29/1988,43.626,44.126,42.5,43.626,2.9567,1228700
9/6/1988,44.75,47,43.876,46.626,3.1601,2957000
9/12/1988,47,47.75,46.376,47.126,3.1938,3037900
9/19/1988,47,47.25,46,46.5,3.1513,2103200
9/26/1988,46.5,48.126,45.876,47.5,3.2194,2398900
10/3/1988,47.25,50,46.876,49.626,3.3632,2461700
